query_id	hikmah_ranked_ids	bm25_ranked_ids	hikmah_ndcg10	bm25_ndcg10	hikmah_recall10	bm25_recall10
10137	587804,253912,83860,506149,23116,502170,92462,436904,14781,159952	382295,78632,535340,225815,504612,447303,400631,226568,485054,502170	0.0	0.0	0.0	0.0
10497	468047,458494,462036,246453,46902,545873,490176,159880,576985,497946	324994,159880,46902,147765,468047,246453,445230,552810,545873,80994	0.06943122193677727	0.30701473034246535	0.1	0.3
10547	514406,451729,370494,573239,269043,325113,78586,251100,95683,309538	503981,130188,349668,184705,393083,58026,202829,110716,432228,163333	0.0	0.0	0.0	0.0
10792	479874,204761,402778,26846,39781,435096,193783,434519,198606,372381	479874,198606,204761,435096,495418,521590,88889,379299,195044,402778	0.0	0.18457569677956817	0.0	0.5
10932	104134,98018,79153,302619,494285,303525,257187,411354,332152,276560	21311,104134,332152,257187,550083,439402,510874,291578,528522,302619	1.0	0.6309297535714575	1.0	1.0
1159	431583,293897,509739,20258,319928,471019,471472,234862,488081,365648	156063,460648,439899,55064,144948,431583,36816,149415,477205,352320	0.0	0.0	0.0	0.0
1230	572490,156264,150741,501163,344170,170583,297391,157789,52046,499874	572490,213181,416812,121023,585820,19383,68523,406003,204483,246974	0.0	0.0	0.0	0.0
1391	267067,71597,381884,58390,123958,24883,596598,266229,136315,161230	267067,367015,527120,593250,198692,560548,30654,552138,124306,94558	0.1480409554829326	0.0	0.3333333333333333	0.0
1451	175693,293620,518949,295906,40821,180592,404846,59723,538005,377571	147816,538005,293620,518949,123753,108461,404846,584218,295906,180592	0.3010299956639812	0.6309297535714575	1.0	1.0
1812	219274,75235,514129,270844,461042,110769,60163,276282,313896,422468	58652,159590,373017,395520,142966,492856,219274,473957,138113,461042	0.6131471927654584	0.20438239758848611	0.5	0.5
1819	327060,43370,404362,542795,183311,457667,335164,40821,359131,479781	547773,522332,116914,445739,121233,199069,427727,20683,528661,580747	0.0	0.0	0.0	0.0
1889	173088,457667,287600,289298,202329,92593,202145,81612,233544,176496	92593,146389,58939,9731,148104,81622,255281,226997,531137,511531	0.0	0.0	0.0	0.0
1994	231990,588080,526739,541368,51491,157157,121393,39125,451588,38547	231990,457615,526739,366961,544381,4247,20193,434846,340551,264068	0.13120507751234178	0.10699313236726378	0.2	0.2
2051	112223,225593,270992,495165,353337,101580,403017,578314,377223,448890	112223,270992,578314,496820,543223,476517,409603,93882,290757,47795	0.0	0.0	0.0	0.0
2088	347348,168001,429196,276375,382381,433806,167322,430686,96110,255390	163387,410404,53993,377563,159703,229838,347348,2338,160430,537036	0.0	0.0	0.0	0.0
2330	478514,515815,434257,142582,406867,98111,75131,502909,445314,362721	478514,120837,90085,464477,362721,115499,145937,257483,338174,355605	0.6131471927654584	0.6131471927654584	0.5	0.5
2587	305907,526968,440609,89326,225877,482503,16774,493195,303325,260954	89326,16774,482503,377853,216200,59566,220644,64440,65404,773	0.43067655807339306	1.0	1.0	1.0
2593	462036,498728,459257,307767,332338,326094,371717,418057,106161,118557	231614,457135,175522,336518,597291,476923,205196,443134,571295,82472	0.0	0.46927872602275644	0.0	0.3333333333333333
2648	94332,79903,481896,362805,366839,82837,493900,176183,412078,400862	307120,394420,296844,583788,412078,101181,443586,94332,190714,459850	0.0	1.0	0.0	1.0
2685	57994,146632,437778,134110,549359,29197,70730,170228,224695,258911	446059,576047,109880,252843,556545,549359,357553,67327,277548,585815	0.0	0.0	0.0	0.0
2790	357200,145862,387030,296906,354796,99521,359579,381938,390447,286656	357200,234890,472484,296906,286656,145862,453051,158922,458960,400896	0.0	0.13743816645714543	0.0	0.14285714285714285
2891	307120,397677,384770,197576,599485,586772,529796,451301,468178,216274	59303,595309,216590,35709,163896,31117,560683,582922,24306,90881	0.0	0.3562071871080222	0.0	1.0
3049	279538,254151,227079,408434,475141,406789,272248,477476,77245,259924	279538,174025,477476,434351,408434,406042,446117,277812,254151,106684	0.0	0.0	0.0	0.0
3085	288968,505362,175679,178340,481283,267998,68609,216243,351896,231662	341493,272789,123027,175470,288968,178340,380047,84228,175679,355373	0.0	0.0	0.0	0.0
3148	248697,584305,498927,386668,208276,291686,466835,3926,265013,495874	584305,172855,521144,469036,149516,160611,103970,343485,208276,504785	0.21398626473452756	0.5531464700081437	0.2	0.4
3177	161966,138383,367960,143238,335357,536853,161019,447552,367014,87722	138383,539263,367960,172703,143238,161019,367014,135405,536120,364735	0.0	0.14126697285982898	0.0	0.3333333333333333
3189	31462,159076,319975,424841,469311,35995,568322,482544,455398,500175	568322,262322,162592,94496,482544,406239,561636,104793,1219,585422	0.0	0.0	0.0	0.0
